seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
171,default,yellow dwarf (G),false,27.658937,432.59228,375.36564,10.132117,1.6727349,2,false,1.4748137,57.397938,3,red-dwarf,cyclic,0,23,0.59225624,0.46269908,3,0.12601924,0.038450271,ice,-17.870352,75,343.8,farming,temperate-rainforest,true,5,0.30152078,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",485,453,0.81,0.42249445,true,true,58,15,solar,lunar,7,6,organized,organized,true,true,true,true,false,13.402778,11.148148,0.1980198,,,,,1,,true,true,true,true,true,4,2,6.8801291,3.418608,0.049265173,6,0.50149683,0.74111106,32,true,true,true,true,true,true,true,7,5,6,true,1,1,11,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,576,60,300,
172,default,yellow dwarf (G),false,33.38472,443.22904,318.63371,13.848405,1.626941,1,false,0.57628613,6.9392206,4,orange-giant,cyclic,0,10,0.58639715,0.50826349,3,0.0362287,0.019603535,ice,-29.373403,47,289.2766,farming,taiga,true,5,0.24418605,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",323,344,0.72,0.72,true,true,41,4,solar,lunar,4,3,organized,organized,true,true,true,true,false,12.102041,16.1,0.16129032,,,,,1,,true,true,true,true,true,4,2,7.048362,3.1113718,0.04975343,8,0.40131035,0.54582296,28,true,true,true,true,true,true,true,4,2,5,true,8,2,8,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,54,60,36,
173,default,yellow dwarf (G),false,37.468572,337.84121,216.39973,28.953895,0.76634162,2,false,5.1925059,21.991274,4,orange-giant,ambient,0,39,0.72791856,0.44692687,3,0.16717934,0.019042039,ice,0.37280585,68,323.42647,farming,temperate-rainforest,true,5,0.23669807,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",547,429,0.675,0.63,true,true,40,26,solar,lunar,9,9,organized,organized,true,true,true,true,false,8.6551724,13,0.23076923,,,,,1,,true,true,true,true,true,4,2,7.022372,3.4772949,0.039255896,8,0.3359354,0.73027534,34,true,true,true,true,true,true,true,4,1,4,true,0,0,4,0,0,0,0,0,,,1,,0,0,0,0,1,1,21,36,22,
174,default,orange dwarf (K),false,34.371707,355.24986,248.05275,18.236786,0.62468375,1,false,0.62295863,6.1741131,3,blue-giant,cyclic,0,29,0.70196768,0.47214941,3,0.023802549,0.036033397,ice,-30.056701,36,281.16667,farming,taiga,true,4,0.22444299,6,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",288,349,0.72,0.81,true,true,27,7,solar,lunar,6,4,organized,organized,true,true,true,true,false,9.9230769,13.6,0.1754386,,,,,0.83333333,,true,true,true,true,true,4,2,7.1778757,3.2465459,0.043576974,9,0.24180865,0.64672556,46,true,true,true,true,true,true,true,2,0,5,true,17,15,12,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,60,96,16,
175,default,yellow-white dwarf (F),false,31.653353,1055.38,800.20341,7.8830545,0.64674406,2,false,0.63270784,36.235432,2,sun-like,cyclic,0,23,0.72984718,0.4312308,3,0.049509301,0.024876715,ice,-24.519442,42,317.19048,farming,temperate-rainforest,true,5,0.24896078,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",406,415,0.72,0.72,true,true,31,9,solar,lunar,7,5,organized,organized,true,true,true,true,false,8.7555556,7.8421053,0.25373134,,,,,1,,true,true,true,true,true,4,2,6.4527088,3.3552573,0.037791123,8,0.21362733,0.78426665,26,true,true,true,true,true,true,true,2,4,5,true,4,1,5,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,252,56,14,
176,default,orange dwarf (K),false,38.105056,167.24158,105.33505,20.925869,0.63326341,1,false,2.1033348,8.6021601,2,sun-like,ambient,0,27,0.67255017,0.44106464,3,0.16874176,0.0073238611,ice,-4.7529836,76,334.28947,farming,temperate-rainforest,true,5,0.26026989,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",370,378,0.675,0.675,true,true,54,20,solar,lunar,5,4,organized,organized,true,true,true,true,false,8.28125,13.535714,0.085106383,,,,,1,,true,true,true,true,true,4,2,6.5095088,3.2642055,0.046921537,8,0.27018564,0.6847123,25,true,true,true,true,true,true,true,5,2,6,true,0,0,5,0,0,0,0,0,,,1,,0,0,0,0,1,1,57,168,28,
177,default,yellow-white dwarf (F),false,23.297191,486.7465,501.43023,26.149568,2.6054237,1,false,0.45520007,6.3975158,4,red-giant,cyclic,0,38,0.69762219,0.34870015,3,0.17999609,0.022923685,temperate-forest,1.3863744,78,327.73077,farming,temperate-rainforest,true,5,0.15541741,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",451,480,0.675,0.675,true,true,53,23,solar,lunar,5,5,organized,organized,true,true,true,true,false,13.142857,11.030303,0.082474227,,,,,1,,true,true,true,true,true,4,2,6.7057284,3.5162063,0.047092427,11,0.15146133,0.7109272,22,true,true,true,true,true,true,true,1,0,2,true,0,0,19,0,0,0,0,0,,,1,,0,0,0,0,1,1,288,144,48,
178,default,yellow dwarf (G),false,34.709358,412.87868,285.48751,7.7174479,0.75264507,0,false,-0,,4,red-giant,cyclic,0,27,0.73404619,0.4522673,3,0.059567404,0.024437283,ice,-19.754234,47,311.74468,farming,temperate-rainforest,true,5,0.19809069,1,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",449,352,0.72,0.72,true,true,39,6,solar,solar,1,1,organized,organized,false,true,true,true,false,7,17.5,0.039215686,,,,,1,,true,true,true,true,true,4,2,6.2488718,3.3552401,0.036472828,9,0.22223242,0.69169619,32,true,true,true,true,true,true,true,3,3,2,true,1,1,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,18,256,132,
179,default,orange dwarf (K),false,20.550576,241.27483,281.77293,19.099623,3.2917427,0,false,-0,,5,red-giant,cyclic,0,35,0.52180069,0.51388605,3,0.16969386,0.027781847,ice,-14.78853,88,318,farming,temperate-rainforest,true,5,0.26955279,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",368,442,0.76294164,0.675,true,true,63,23,solar,solar,2,1,organized,organized,false,true,true,true,false,11.671642,20.88,0.063157895,,,,,1,,true,true,true,true,true,4,2,7.3811362,2.7734342,0.066573898,6,0.23657341,0.73886878,34,true,true,true,true,true,true,true,4,3,6,true,1,0,6,6,0,0,0,0,1,,1,1,0,0,0,0,1,1,405,140,36,
180,default,yellow dwarf (G),false,37.265691,399.48659,257.27896,7.3806653,0.042540616,1,false,0.67007775,9.7247781,2,sun-like,cyclic,0,36,0.71351497,0.35977844,3,0.030638152,0.030223134,ice,-27.880612,39,274.51282,farming,taiga,true,5,0.19446101,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",400,398,0.765,0.72,true,true,34,3,solar,lunar,4,3,organized,organized,true,true,true,true,false,8.3095238,9.5555556,0.12962963,,,,,1,,true,true,true,true,true,4,2,6.6509712,3.5818547,0.045261462,9,0.21031104,0.69679215,23,true,true,true,true,true,true,true,4,0,4,true,0,0,3,0,0,0,0,0,,,1,,0,0,0,0,1,1,54,4,66,
181,default,yellow dwarf (G),false,22.618257,300.82817,319.20568,23.664372,0.87992889,2,false,3.5152473,23.844183,3,blue-giant,ambient,0,24,0.51413505,0.53190634,3,0.18805234,0.0099604511,ice,-10.734602,90,332.21111,farming,temperate-rainforest,true,5,0.24912069,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",475,509,0.72,0.72,true,true,72,16,solar,lunar,9,7,organized,organized,true,true,true,true,false,15.755556,13.966667,0.19512195,,,,,0.88888889,,true,true,true,true,true,4,2,6.9676219,3.1366627,0.05571017,8,0.51899307,0.70960891,26,true,true,true,true,true,true,true,3,3,4,true,0,1,3,8,0,0,0,0,,1,1,1,0,0,0,0,1,1,99,48,8,
182,default,yellow-white dwarf (F),false,16.278331,784.49872,1156.6278,33.925079,0.31601019,3,false,7.6940402,85.185592,2,red-dwarf,cyclic,0,16,0.51386651,0.53994878,5,0.17840926,0.015770714,ice,-8.9580932,87,318.34483,farming,temperate-forest,true,3,0.30693517,12,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",378,415,0.585,0.63,true,true,62,23,solar,lunar,12,11,organized,organized,true,true,true,true,false,9.0116279,16.022222,0.28571429,,,,,1,,true,true,true,true,true,4,2,5.9038218,3.3077234,0.047946878,4,0.49640938,0.65851887,17,true,true,true,true,true,true,true,1,0,1,true,0,0,33,0,0,0,0,0,,,1,,0,0,0,0,1,1,486,8,80,
183,default,yellow dwarf (G),true,,270.11064,,26.158534,0.79989761,1,false,1.3923958,14.535814,3,red-dwarf,ambient,0,40,0.6251892,0.51879112,locked,0.075924027,0.036106635,ice,-21.643266,29,315.72414,farming,temperate-rainforest,true,5,0.25597603,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",554,496,0.72348929,0.77846783,true,true,12,15,solar,solar,3,3,organized,organized,false,true,true,true,false,10.611111,14.047619,0.15,,,,,0.66666667,,true,true,true,true,true,4,2,7.3263704,2.957819,0.051193789,11,0.20829805,0.73579293,31,true,true,true,true,true,true,true,4,4,5,true,1,1,7,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,180,24,48,
184,default,yellow dwarf (G),false,38.671527,394.22459,244.66037,19.459747,0.33244727,3,false,7.8366785,35.301191,4,orange-giant,cyclic,0,25,0.59384307,0.45867644,3,0.050241687,0.0067379522,ice,-25.668581,49,317.34694,farming,temperate-rainforest,true,5,0.2149426,12,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",466,499,0.72,0.81,true,true,43,4,solar,lunar,12,9,organized,organized,true,true,true,true,false,7.9253731,11,0.35483871,,,,,1,,true,true,true,true,true,4,2,7.0549299,3.2721393,0.05256091,8,0.2149426,0.82816073,30,true,true,true,true,true,true,true,3,2,3,true,3,1,12,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,12,32,64,
185,default,yellow-white dwarf (F),false,34.185528,959.79362,673.82453,24.381095,0.78198594,0,false,-0,,4,sun-like,ambient,0,26,0.51999414,0.51556301,3,0.13256189,0.013939749,ice,-17.64447,78,332.24359,farming,temperate-rainforest,true,5,0.27392941,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",494,494,0.75059425,0.72,true,true,62,14,solar,solar,2,1,organized,organized,false,true,true,true,false,9.6060606,18,0.094117647,,,,,1,,true,true,true,true,true,4,2,7.5849292,2.8249135,0.06276549,7,0.2941715,0.68022332,35,true,true,true,true,true,true,true,1,2,3,true,7,6,13,8,0,0,0,0,1,1,1,1,0,0,0,0,1,1,12,144,24,
186,default,yellow dwarf (G),false,26.122191,405.26959,372.34512,18.893346,0.67844488,3,false,6.2650883,31.408682,2,white-dwarf,cyclic,0,33,0.5170646,0.46744515,3,0.055466042,0.013158537,ice,-28.930343,48,301.60417,farming,taiga,true,5,0.29142655,11,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",347,403,0.70625147,0.72,true,true,42,4,solar,lunar,11,8,organized,organized,true,true,true,true,false,8.828125,12.55,0.32954545,,,,,1,,true,true,true,true,true,4,2,7.6738896,3.0482475,0.064523217,8,0.54468709,0.72172879,35,true,true,true,true,true,true,true,5,5,4,true,1,3,5,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,198,12,90,
187,default,yellow-white dwarf (F),false,22.666407,677.26717,717.11462,15.53753,3.0311552,1,false,0.45158257,24.307097,5,sun-like,cyclic,0,16,0.61303159,0.42785944,3,0.051096138,0.0075924027,ice,-28.078939,50,296.08,farming,taiga,true,5,0.20888272,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",399,289,0.72,0.72,true,true,43,5,solar,lunar,4,3,organized,organized,true,true,true,true,false,11.627451,13,0.13636364,,,,,1,,true,true,true,true,true,4,2,6.9836828,3.4076281,0.051144964,9,0.45423002,0.68274254,21,true,true,true,true,true,true,true,2,2,3,true,2,1,14,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,264,76,40,
188,default,orange dwarf (K),false,27.134355,236.10972,208.83611,5.7828569,0.83524353,2,true,3.3033242,22.777974,2,red-giant,ambient,1,12,0.68492749,0.40771734,3,0.17899517,0.0055417216,taiga,-7.2509731,78,345.96154,farming,temperate-rainforest,true,5,0.13939253,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",381,390,0.81,0.81,true,true,60,16,solar,lunar,8,7,organized,organized,true,true,true,true,false,9.1842105,20.566667,0.19444444,,,,,0.875,,true,true,true,true,true,4,2,6.0117711,3.6259944,0.045310288,9,0.35053464,0.71069528,29,true,true,true,true,true,true,true,4,3,5,true,1,0,14,0,0,0,0,0,1,,1,,0,0,0,0,1,1,63,52,4,
189,default,yellow-white dwarf (F),false,25.237594,661.81383,629.35999,30.693614,2.3545845,1,false,0.23849182,9.244198,2,sun-like,ambient,0,35,0.52543821,0.54040846,3,0.24740003,0.034910405,alpine,9.2497154,105,293.69524,farming,temperate-forest,true,3,0.35500797,5,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",385,315,0.405,0.06,true,false,47,56,solar,lunar,5,4,organized,folk,true,true,true,true,false,6.0526316,17.1875,0.089430894,,,,,1,,true,true,true,true,true,4,2,8.1241993,2.6275495,0.067892193,7,0.25865528,0.71689859,69,true,true,true,true,true,true,true,6,2,3,true,0,1,10,0,0,0,0,0,,1,1,,0,0,0,0,1,1,15,180,156,
190,default,yellow-white dwarf (F),false,37.476964,605.8202,387.96325,30.995454,0.36318973,1,false,7.6553935,35.267619,5,sun-like,cyclic,0,10,0.68961476,0.39035709,3,0.20389629,0.025902056,temperate-forest,4.0668507,87,314.11494,farming,temperate-forest,true,5,0.20009438,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",516,453,0.63,0.675,true,true,51,34,solar,lunar,5,5,organized,organized,true,true,true,true,false,17.721311,11.818182,0.12149533,,,,,1,,true,true,true,true,true,4,2,6.5069641,3.6082696,0.040623016,11,0.39971685,0.65242908,37,true,true,true,true,true,true,true,2,1,4,true,0,0,6,8,0,0,0,0,,,1,1,0,0,0,0,1,1,54,160,80,
191,default,yellow-white dwarf (F),false,32.357458,840.62313,623.50248,25.401733,1.2218794,1,false,0.28666134,13.89604,2,red-giant,cyclic,0,32,0.63424637,0.41810172,3,0.031077584,0.030003418,ice,-30.5452,41,272.95122,farming,taiga,true,4,0.20751569,5,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",268,309,0.765,0.72,true,true,35,4,solar,lunar,5,4,organized,organized,true,true,true,true,false,29.844444,14.583333,0.1,,,,,1,,true,true,true,true,true,4,2,7.3505694,3.09111,0.049362824,10,0.20971833,0.80715358,29,true,true,true,true,true,true,true,1,0,3,true,3,0,6,8,0,0,0,0,1,,1,1,0,0,0,0,1,1,486,44,8,
192,default,yellow-white dwarf (F),false,19.86065,1025.2107,1238.8847,21.190762,0.60728336,1,false,2.26845,38.457861,4,blue-giant,ambient,0,38,0.64591573,0.45318533,5,0.033518871,0.04006152,ice,-28.011528,37,264.67568,farming,taiga,true,4,0.25854937,5,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",289,344,0.675,0.765,true,true,32,3,solar,lunar,5,5,organized,organized,true,true,true,true,false,8.0238095,11,0.14035088,,,,,1,,true,true,true,true,true,4,2,6.5171238,3.4753776,0.042453982,7,0.33873414,0.74506796,25,true,true,true,true,true,true,true,6,4,6,true,1,1,6,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,42,80,100,
193,default,yellow dwarf (G),false,38.641856,471.69543,292.96445,3.6236861,0.52014276,2,false,4.8129774,31.139307,4,blue-giant,cyclic,0,27,0.69034715,0.37945443,3,0.078047947,0.025804404,ice,-17.828695,55,315.83636,farming,temperate-rainforest,true,5,0.21972564,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",471,355,0.72,0.765,true,true,42,11,solar,lunar,8,7,organized,organized,true,true,true,true,false,11.017241,15.24,0.22352941,,,,,0.875,,true,true,true,true,true,4,2,6.7261972,3.5589864,0.042087789,9,0.24826553,0.75862362,28,true,true,true,true,true,true,true,2,5,3,true,0,5,4,0,0,0,0,0,,1,1,,0,0,0,0,1,1,444,450,8,
194,default,orange dwarf (K),false,25.040299,128.30347,122.97311,23.82648,0.043641728,1,false,6.4007703,17.034846,2,sun-like,cyclic,0,21,0.66027049,0.46809428,3,0.15377667,0.015428934,tropical-seasonal-forest,19.154382,70,282.52857,fishing,shrubland,true,2,0.23505318,5,folk,flat,cyclic,"fisher,chief","digger,elders",339,373,0.093659627,0.06,true,false,34,34,solar,lunar,5,4,folk,folk,true,true,true,true,false,8.5681818,8.8571429,0.12359551,,,,,1,,true,true,true,true,true,4,2,5.8050022,3.5440871,0.039255896,8,0.4191578,0.60083794,24,true,true,true,true,true,true,true,1,2,3,true,1,6,3,8,0,0,0,0,1,1,1,1,0,0,0,0,1,1,36,60,72,
195,default,yellow dwarf (G),false,26.950265,348.11839,310.00962,2.6305657,0.55260456,2,false,7.7952575,30.694119,3,red-giant,cyclic,0,27,0.65966017,0.50390933,3,0.065621796,0.016234559,ice,-23.446572,44,310.54545,farming,temperate-rainforest,true,5,0.26497382,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",488,336,0.765,0.72,true,true,33,9,solar,lunar,8,7,organized,organized,true,true,true,true,false,12.979592,11.782609,0.28,,,,,1,,true,true,true,true,true,4,2,5.5261905,3.4460451,0.036082223,5,0.73029194,0.76363278,18,true,true,true,true,true,true,true,1,4,2,true,3,0,5,0,0,0,0,0,1,,1,,0,0,0,0,1,1,30,72,60,
196,default,yellow-white dwarf (F),false,31.72858,527.49897,399.00856,10.946788,1.7898339,0,false,-0,,5,red-giant,cyclic,0,35,0.70350569,0.567641,3,0.17379522,0.030760217,alpine,9.7554624,75,309.58667,farming,temperate-forest,true,3,0.22420749,2,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",331,314,0.585,0.54,true,false,37,36,solar,lunar,2,2,organized,organized,true,true,true,true,false,9.1707317,14,0.072289157,,,,,0.5,,true,true,true,true,true,4,2,6.9836236,3.0670734,0.03954885,11,0.17274599,0.74465812,37,true,true,true,true,true,true,true,4,2,6,true,6,0,11,15,0,0,0,0,1,,1,1,0,0,0,0,1,1,63,150,60,
197,default,yellow dwarf (G),false,33.316155,338.4814,243.83227,0.94997205,0.97737586,1,false,0.72548286,9.6072597,2,orange-giant,cyclic,0,26,0.64972413,0.50557569,3,0.19967287,0.016039256,ice,-4.0087477,79,333.56962,farming,temperate-rainforest,true,5,0.17117368,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",401,528,0.675,0.81,true,true,49,28,solar,lunar,4,3,organized,organized,true,true,true,true,false,11.385965,6.7941176,0.1827957,,,,,1,,true,true,true,true,true,4,2,6.6815933,3.5677457,0.041208925,10,0.32708391,0.81686967,30,true,true,true,true,true,true,true,2,5,1,true,0,3,3,6,0,0,0,0,,1,1,1,0,0,0,0,1,1,1026,340,8,
198,default,yellow-white dwarf (F),false,39.303641,623.53936,380.75212,15.112865,0.077530012,2,false,2.6132899,47.29624,5,sun-like,ambient,0,29,0.66837557,0.47099529,3,0.14701431,0.020946243,alpine,9.1388213,74,290.63514,farming,temperate-forest,true,2,0.27127503,7,folk,flat,cyclic,"farmer,chief","digger,elders",397,369,0.36,0.06,true,false,42,30,solar,lunar,7,6,folk,folk,true,true,true,true,false,9.8571429,14.071429,0.16831683,,,,,1,,true,true,true,true,true,4,2,7.3899659,3.3960886,0.049533714,9,0.33811837,0.68765332,42,true,true,true,true,true,true,true,1,1,3,true,3,4,35,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,756,56,240,
199,default,yellow dwarf (G),false,34.430627,286.73768,199.87159,11.416359,1.529322,1,false,1.3139913,9.2978682,3,blue-giant,cyclic,0,12,0.53827938,0.46909533,3,0.23712221,0.015233631,ice,-1.8340935,109,305.15596,farming,temperate-forest,true,3,0.22328557,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",432,423,0.55184117,0.81,true,true,67,40,solar,lunar,5,5,organized,organized,true,true,true,true,false,12.376623,20.28,0.054263566,,,,,0.8,,true,true,true,true,true,4,2,8.7781303,2.1669273,0.093428055,7,0.71310739,0.68246179,72,true,true,true,true,true,true,true,5,2,5,true,0,0,1,0,0,0,0,0,,,1,,0,0,0,0,1,1,1620,16,38,
200,default,orange dwarf (K),false,22.623309,152.93074,162.237,20.685345,2.8563382,0,false,-0,,2,red-giant,ambient,0,14,0.51813876,0.53131016,3,0.28748596,0.0091304136,tropical-seasonal-forest,12.061478,107,297.25234,farming,temperate-forest,true,2,0.28001824,2,folk,flat,cyclic,"farmer,chief","digger,shaper,keeper,elders",382,341,0.36,0.54,true,false,48,57,solar,solar,2,1,folk,organized,false,true,true,true,false,10.673077,19.355932,0.035087719,,,,,1,,true,true,true,true,true,4,2,5.9182216,3.4026833,0.047312143,4,0.56327895,0.79336598,20,true,true,true,true,true,true,true,3,2,5,true,1,3,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,39,192,20,
201,default,yellow-white dwarf (F),false,16.544751,805.68841,1168.7406,11.126847,0.55408764,2,false,2.822436,44.71045,3,sun-like,ambient,0,19,0.63427079,0.49128897,5,0.16061227,0.023094575,ice,-3.29981,89,317.29213,farming,temperate-forest,true,2,0.26266604,7,folk,flat,cyclic,"farmer,chief","digger,shaper,keeper,elders",346,374,0.36,0.64245458,true,true,56,31,solar,lunar,7,6,folk,organized,true,true,true,true,false,11.185714,11.325581,0.16239316,,,,,1,,true,true,true,true,true,4,2,7.0986879,2.8905584,0.053366535,10,0.35037714,0.69148556,35,true,true,true,true,true,true,true,5,1,6,true,0,0,1,4,0,0,0,0,,,1,1,0,0,0,0,1,1,63,28,360,
202,default,yellow-white dwarf (F),false,20.432374,708.53525,832.25013,27.55879,0.33581367,1,false,0.24873623,11.495302,4,sun-like,ambient,0,15,0.56962551,0.54903852,3,0.13951955,0.0074215126,ice,-13.713709,73,349.16438,farming,temperate-rainforest,true,5,0.25214136,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",507,471,0.72,0.81,true,true,60,11,solar,lunar,5,4,organized,organized,true,true,true,true,false,10.714286,12.789474,0.098901099,,,,,1,,true,true,true,true,true,4,2,6.2488835,3.1421825,0.04677506,5,0.44903284,0.68099865,18,true,true,true,true,true,true,true,4,2,5,true,9,21,25,10,0,0,0,0,1,1,1,1,0,0,0,0,1,1,102,24,16,
203,default,yellow dwarf (G),false,36.924351,376.11992,244.46951,5.841262,0.75840121,1,false,0.68490879,8.4874864,2,sun-like,cyclic,0,12,0.55090083,0.52293977,3,0.13014501,0.019920902,ice,-19.272848,77,358.75325,farming,temperate-rainforest,true,5,0.25184823,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",487,497,0.765,0.81,true,true,61,14,solar,lunar,4,3,organized,organized,true,true,true,true,false,12.666667,19.7,0,,,,,1,,true,true,true,true,true,4,2,6.9829691,3.0544326,0.055124262,10,0.24119374,0.55523819,33,true,true,true,true,true,true,true,5,4,4,true,3,0,6,0,0,0,0,0,1,,1,,0,0,0,0,1,1,63,144,40,
204,default,orange dwarf (K),false,39.28997,210.72264,128.71844,28.050317,0.4769663,1,false,5.8925526,9.283695,5,red-giant,cyclic,0,25,0.57438602,0.48583228,3,0.25467506,0.021947171,tropical-seasonal-forest,8.3514416,109,295.84404,farming,temperate-forest,true,3,0.21951359,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",408,347,0.585,0.585,true,true,55,52,solar,lunar,5,5,organized,organized,true,true,true,true,false,10.769231,17.370968,0.10852713,,,,,1,,true,true,true,true,true,4,2,6.9495948,3.1534542,0.052414433,8,0.53189171,0.67553537,25,true,true,true,true,true,true,true,6,3,5,true,2,0,4,1,0,0,0,0,1,,1,1,0,0,0,0,1,1,240,16,144,
